"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Sep 17 21:32:06 UTC 2025","Wed Sep 17 21:32:06 UTC 2025","179","API tests","API tests","com.teamcity.api.ProjectTest","com.teamcity.api.ProjectTest","userWithInsufficientRoleCannotCreateProjectTest","Users with insufficient roles should not be able to create projects",""
"failed","Wed Sep 17 21:32:52 UTC 2025","Wed Sep 17 21:33:26 UTC 2025","33880","UI tests","chrome","com.teamcity.ui.CreateProjectTest","com.teamcity.ui.CreateProjectTest","userCreatesProjectWithoutName","User should not be able to create project without name",""
"passed","Wed Sep 17 21:32:09 UTC 2025","Wed Sep 17 21:32:10 UTC 2025","371","API tests","API tests","com.teamcity.api.BuildTypeTest","com.teamcity.api.BuildTypeTest","userCreatesBuildTypeTest","User should be able to create build type",""
"passed","Wed Sep 17 21:32:00 UTC 2025","Wed Sep 17 21:32:02 UTC 2025","1770","API tests","API tests","com.teamcity.api.ProjectTest","com.teamcity.api.ProjectTest","userCannotCreateCopyOfNonExistingProjectTest","User should not be able to create a copy of non existing project",""
"passed","Wed Sep 17 21:32:02 UTC 2025","Wed Sep 17 21:32:02 UTC 2025","503","API tests","API tests","com.teamcity.api.ProjectTest","com.teamcity.api.ProjectTest","userCannotCreateCopyWithEmptySourceProjectInfoTest","User should not be able to create a copy with empty info about source project",""
"passed","Wed Sep 17 21:32:03 UTC 2025","Wed Sep 17 21:32:04 UTC 2025","261","API tests","API tests","com.teamcity.api.ProjectTest","com.teamcity.api.ProjectTest","userCannotCreateProjectWithInvalidIdTest","User should not be able to create projects with invalid ID scenarios",""
"passed","Wed Sep 17 21:32:07 UTC 2025","Wed Sep 17 21:32:17 UTC 2025","9809","API tests","API tests","com.teamcity.api.StartBuildTest","com.teamcity.api.StartBuildTest","userStartsBuildTest","User should be able to start build",""
"passed","Wed Sep 17 21:32:03 UTC 2025","Wed Sep 17 21:32:03 UTC 2025","280","API tests","API tests","com.teamcity.api.ProjectTest","com.teamcity.api.ProjectTest","userCannotCreateProjectWithInvalidIdTest","User should not be able to create projects with invalid ID scenarios",""
"passed","Wed Sep 17 21:32:06 UTC 2025","Wed Sep 17 21:32:06 UTC 2025","223","API tests","API tests","com.teamcity.api.ProjectTest","com.teamcity.api.ProjectTest","userCreatesProjectWithValidDataTest","User should be able to create projects with various valid ID and name scenarios",""
"passed","Wed Sep 17 21:32:07 UTC 2025","Wed Sep 17 21:32:14 UTC 2025","6602","API tests","API tests","com.teamcity.api.StartBuildTest","com.teamcity.api.StartBuildTest","userStartsBuildWithWireMockTest","User should be able to start build (with WireMock)",""
