"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 22 14:24:18 GMT 2025","Fri Aug 22 14:24:20 GMT 2025","2626","API tests","API tests","com.teamcity.api.BuildTypeTest","com.teamcity.api.BuildTypeTest","projectAdminCreatesBuildTypeTest","Project admin should be able to create build type for their project",""
"passed","Fri Aug 22 14:24:22 GMT 2025","Fri Aug 22 14:24:26 GMT 2025","3764","API tests","API tests","com.teamcity.api.SearchTest","com.teamcity.api.SearchTest","searchTest","User should be able to search models",""
"passed","Fri Aug 22 14:24:25 GMT 2025","Fri Aug 22 14:25:34 GMT 2025","68086","UI tests","chrome","com.teamcity.ui.StartBuildTest","com.teamcity.ui.StartBuildTest","userCreatesBuildTypeStepAndStartsBuildTest","User should be able to create build type step and start build",""
"passed","Fri Aug 22 14:24:21 GMT 2025","Fri Aug 22 14:24:22 GMT 2025","768","API tests","API tests","com.teamcity.api.BuildTypeTest","com.teamcity.api.BuildTypeTest","userDeletesBuildTypeTest","User should be able to delete build type",""
"passed","Fri Aug 22 14:24:25 GMT 2025","Fri Aug 22 14:25:32 GMT 2025","66801","UI tests","chrome","com.teamcity.ui.CreateProjectTest","com.teamcity.ui.CreateProjectTest","userCreatesProject","User should be able to create project",""
"passed","Fri Aug 22 14:24:23 GMT 2025","Fri Aug 22 14:24:23 GMT 2025","240","API tests","API tests","com.teamcity.api.ProjectTest","com.teamcity.api.ProjectTest","userCreatesProjectTest","User should be able to create project",""
"passed","Fri Aug 22 14:24:21 GMT 2025","Fri Aug 22 14:24:21 GMT 2025","468","API tests","API tests","com.teamcity.api.BuildTypeTest","com.teamcity.api.BuildTypeTest","userCreatesBuildTypeWithIdExceedingLimitTest","User should not be able to create build type with id exceeding the limit",""
"passed","Fri Aug 22 14:24:14 GMT 2025","Fri Aug 22 14:24:30 GMT 2025","16047","API tests","API tests","com.teamcity.api.StartBuildTest","com.teamcity.api.StartBuildTest","userStartsBuildTest","User should be able to start build",""
"passed","Fri Aug 22 14:24:23 GMT 2025","Fri Aug 22 14:24:24 GMT 2025","407","API tests","API tests","com.teamcity.api.ProjectTest","com.teamcity.api.ProjectTest","userCreatesTwoProjectsWithSameIdTest","User should not be able to create two projects with the same id",""
"passed","Fri Aug 22 14:24:20 GMT 2025","Fri Aug 22 14:24:21 GMT 2025","311","API tests","API tests","com.teamcity.api.BuildTypeTest","com.teamcity.api.BuildTypeTest","unauthorizedUserCreatesBuildTypeTest","Unauthorized user should not be able to create build type",""
