"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Sep 19 14:52:03 UTC 2025","Fri Sep 19 14:52:03 UTC 2025","506","API tests","API tests","com.teamcity.api.BuildTypeTest","com.teamcity.api.BuildTypeTest","projectAdminCreatesBuildTypeForAnotherUserProjectTest","Project admin should not be able to create build type for not their project",""
"passed","Fri Sep 19 14:52:05 UTC 2025","Fri Sep 19 14:52:05 UTC 2025","471","API tests","API tests","com.teamcity.api.BuildTypeTest","com.teamcity.api.BuildTypeTest","userCreatesBuildTypeWithIdExceedingLimitTest","User should not be able to create build type with id exceeding the limit",""
"passed","Fri Sep 19 14:51:59 UTC 2025","Fri Sep 19 14:51:59 UTC 2025","247","API tests","API tests","com.teamcity.api.ProjectTest","com.teamcity.api.ProjectTest","userCannotCreateProjectWithInvalidIdTest","User should not be able to create projects with invalid ID scenarios",""
"passed","Fri Sep 19 14:51:49 UTC 2025","Fri Sep 19 14:52:52 UTC 2025","63176","UI tests","chrome","com.teamcity.ui.CreateProjectTest","com.teamcity.ui.CreateProjectTest","userCreatesProject","User should be able to create project",""
"passed","Fri Sep 19 14:52:01 UTC 2025","Fri Sep 19 14:52:01 UTC 2025","236","API tests","API tests","com.teamcity.api.ProjectTest","com.teamcity.api.ProjectTest","userCreatesProjectWithValidDataTest","User should be able to create projects with various valid ID and name scenarios",""
"passed","Fri Sep 19 14:52:04 UTC 2025","Fri Sep 19 14:52:04 UTC 2025","170","API tests","API tests","com.teamcity.api.BuildTypeTest","com.teamcity.api.BuildTypeTest","unauthorizedUserCreatesBuildTypeTest","Unauthorized user should not be able to create build type",""
"passed","Fri Sep 19 14:51:58 UTC 2025","Fri Sep 19 14:51:59 UTC 2025","302","API tests","API tests","com.teamcity.api.ProjectTest","com.teamcity.api.ProjectTest","userCannotCreateProjectWithInvalidIdTest","User should not be able to create projects with invalid ID scenarios",""
"passed","Fri Sep 19 14:51:58 UTC 2025","Fri Sep 19 14:51:58 UTC 2025","277","API tests","API tests","com.teamcity.api.ProjectTest","com.teamcity.api.ProjectTest","userCannotCreateProjectWithInvalidIdAndEmptyNameTest","User should not be able to create a project with invalid id and empty name",""
"passed","Fri Sep 19 14:52:02 UTC 2025","Fri Sep 19 14:52:02 UTC 2025","179","API tests","API tests","com.teamcity.api.ProjectTest","com.teamcity.api.ProjectTest","userWithInsufficientRoleCannotCreateProjectTest","Users with insufficient roles should not be able to create projects",""
"passed","Fri Sep 19 14:51:56 UTC 2025","Fri Sep 19 14:51:58 UTC 2025","1872","API tests","API tests","com.teamcity.api.ProjectTest","com.teamcity.api.ProjectTest","userCannotCreateCopyOfNonExistingProjectTest","User should not be able to create a copy of non existing project",""
