"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Aug 14 22:48:06 GMT 2025","Thu Aug 14 22:48:06 GMT 2025","422","API tests","API tests","com.teamcity.api.BuildTypeTest","com.teamcity.api.BuildTypeTest","userCreatesBuildTypeTest","User should be able to create build type",""
"passed","Thu Aug 14 22:48:09 GMT 2025","Thu Aug 14 22:48:09 GMT 2025","544","API tests","API tests","com.teamcity.api.ProjectTest","com.teamcity.api.ProjectTest","userCreatesProjectWithIdExceedingLimitTest","User should not be able to create project with id exceeding the limit",""
"passed","Thu Aug 14 22:46:57 GMT 2025","Thu Aug 14 22:48:05 GMT 2025","68496","UI tests","firefox","com.teamcity.ui.CreateProjectTest","com.teamcity.ui.CreateProjectTest","userCreatesProjectWithoutName","User should not be able to create project without name",""
"passed","Thu Aug 14 22:46:43 GMT 2025","Thu Aug 14 22:47:44 GMT 2025","60271","UI tests","chrome","com.teamcity.ui.CreateProjectTest","com.teamcity.ui.CreateProjectTest","userCreatesProjectWithoutName","User should not be able to create project without name",""
"passed","Thu Aug 14 22:48:08 GMT 2025","Thu Aug 14 22:48:08 GMT 2025","154","API tests","API tests","com.teamcity.api.ProjectTest","com.teamcity.api.ProjectTest","unauthorizedUserCreatesProjectTest","Unauthorized user should not be able to create project",""
"passed","Thu Aug 14 22:47:35 GMT 2025","Thu Aug 14 22:47:40 GMT 2025","4649","Surefire suite","Surefire test","com.teamcity.api.SetupAgentTest","com.teamcity.api.SetupAgentTest","setupTeamCityAgentTest","setupTeamCityAgentTest",""
"passed","Thu Aug 14 22:46:43 GMT 2025","Thu Aug 14 22:47:56 GMT 2025","72761","UI tests","chrome","com.teamcity.ui.CreateProjectTest","com.teamcity.ui.CreateProjectTest","userCreatesProject","User should be able to create project",""
"passed","Thu Aug 14 22:48:08 GMT 2025","Thu Aug 14 22:48:09 GMT 2025","452","API tests","API tests","com.teamcity.api.ProjectTest","com.teamcity.api.ProjectTest","userCreatesProjectTest","User should be able to create project",""
"passed","Thu Aug 14 22:48:07 GMT 2025","Thu Aug 14 22:48:12 GMT 2025","4786","API tests","API tests","com.teamcity.api.SearchTest","com.teamcity.api.SearchTest","searchTest","User should be able to search models",""
"passed","Thu Aug 14 22:48:06 GMT 2025","Thu Aug 14 22:48:07 GMT 2025","646","API tests","API tests","com.teamcity.api.BuildTypeTest","com.teamcity.api.BuildTypeTest","userCreatesTwoBuildTypesWithSameIdTest","User should not be able to create two build types with the same id",""
"passed","Thu Aug 14 22:47:58 GMT 2025","Thu Aug 14 22:48:05 GMT 2025","7338","API tests","API tests","com.teamcity.api.StartBuildTest","com.teamcity.api.StartBuildTest","userStartsBuildWithWireMockTest","User should be able to start build (with WireMock)",""
"passed","Thu Aug 14 22:48:07 GMT 2025","Thu Aug 14 22:48:08 GMT 2025","872","API tests","API tests","com.teamcity.api.BuildTypeTest","com.teamcity.api.BuildTypeTest","userDeletesBuildTypeTest","User should be able to delete build type",""
"passed","Thu Aug 14 22:47:54 GMT 2025","Thu Aug 14 22:48:07 GMT 2025","13671","UI tests","chrome","com.teamcity.ui.CreateBuildTypeTest","com.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeWithoutName","User should not be able to create build type without name",""
"passed","Thu Aug 14 22:45:16 GMT 2025","Thu Aug 14 22:46:10 GMT 2025","53860","Surefire suite","chrome","com.teamcity.ui.SetupServerTest","com.teamcity.ui.SetupServerTest","setupTeamCityServerTest","setupTeamCityServerTest",""
"passed","Thu Aug 14 22:46:43 GMT 2025","Thu Aug 14 22:47:53 GMT 2025","69743","UI tests","chrome","com.teamcity.ui.StartBuildTest","com.teamcity.ui.StartBuildTest","userCreatesBuildTypeStepAndStartsBuildTest","User should be able to create build type step and start build",""
"passed","Thu Aug 14 22:48:10 GMT 2025","Thu Aug 14 22:48:10 GMT 2025","455","API tests","API tests","com.teamcity.api.ProjectTest","com.teamcity.api.ProjectTest","userCreatesTwoProjectsWithSameIdTest","User should not be able to create two projects with the same id",""
"passed","Thu Aug 14 22:46:57 GMT 2025","Thu Aug 14 22:48:21 GMT 2025","84162","UI tests","firefox","com.teamcity.ui.CreateProjectTest","com.teamcity.ui.CreateProjectTest","userCreatesProject","User should be able to create project",""
"passed","Thu Aug 14 22:46:57 GMT 2025","Thu Aug 14 22:48:24 GMT 2025","86925","UI tests","firefox","com.teamcity.ui.StartBuildTest","com.teamcity.ui.StartBuildTest","userCreatesBuildTypeStepAndStartsBuildTest","User should be able to create build type step and start build",""
"passed","Thu Aug 14 22:47:58 GMT 2025","Thu Aug 14 22:48:12 GMT 2025","14098","API tests","API tests","com.teamcity.api.StartBuildTest","com.teamcity.api.StartBuildTest","userStartsBuildTest","User should be able to start build",""
"passed","Thu Aug 14 22:48:02 GMT 2025","Thu Aug 14 22:48:05 GMT 2025","3239","API tests","API tests","com.teamcity.api.BuildTypeTest","com.teamcity.api.BuildTypeTest","projectAdminCreatesBuildTypeTest","Project admin should be able to create build type for their project",""
"passed","Thu Aug 14 22:47:44 GMT 2025","Thu Aug 14 22:48:04 GMT 2025","19516","UI tests","chrome","com.teamcity.ui.CreateBuildTypeTest","com.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeTest","User should be able to create build type",""
"passed","Thu Aug 14 22:48:10 GMT 2025","Thu Aug 14 22:48:11 GMT 2025","622","API tests","API tests","com.teamcity.api.ProjectTest","com.teamcity.api.ProjectTest","userDeletesProjectTest","User should be able to delete project",""
"passed","Thu Aug 14 22:47:58 GMT 2025","Thu Aug 14 22:48:02 GMT 2025","3457","API tests","API tests","com.teamcity.api.BuildTypeTest","com.teamcity.api.BuildTypeTest","projectAdminCreatesBuildTypeForAnotherUserProjectTest","Project admin should not be able to create build type for not their project",""
"passed","Thu Aug 14 22:48:06 GMT 2025","Thu Aug 14 22:48:06 GMT 2025","300","API tests","API tests","com.teamcity.api.BuildTypeTest","com.teamcity.api.BuildTypeTest","unauthorizedUserCreatesBuildTypeTest","Unauthorized user should not be able to create build type",""
"passed","Thu Aug 14 22:48:06 GMT 2025","Thu Aug 14 22:48:06 GMT 2025","546","API tests","API tests","com.teamcity.api.BuildTypeTest","com.teamcity.api.BuildTypeTest","userCreatesBuildTypeWithIdExceedingLimitTest","User should not be able to create build type with id exceeding the limit",""
"passed","Thu Aug 14 22:48:24 GMT 2025","Thu Aug 14 22:48:38 GMT 2025","14790","UI tests","firefox","com.teamcity.ui.CreateBuildTypeTest","com.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeWithoutName","User should not be able to create build type without name",""
"passed","Thu Aug 14 22:48:08 GMT 2025","Thu Aug 14 22:48:33 GMT 2025","25013","UI tests","firefox","com.teamcity.ui.CreateBuildTypeTest","com.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeTest","User should be able to create build type",""
